id,name,LGFi,FFi,FFo,Pi,Po
327,g5,4,1,2,3,3
328,g6,2,6,2,1,8
329,g7,5,5,1,2,7
330,g8,4,2,3,3,4
331,g9,4,1,3,3,3
332,g10,4,0,3,2,2
333,g11,4,1,3,3,3
334,g12,4,2,2,3,4
335,g13,4,0,3,2,2
336,g14,4,2,2,3,4
337,g15,2,5,2,1,7
338,g16,4,2,4,4,4
339,g17,4,5,2,3,7
340,g18,4,0,3,2,2
341,g19,4,5,2,3,7
342,g20,4,4,2,2,6
343,g21,6,3,1,2,5
344,g22,4,1,3,3,3
345,g23,2,6,3,4,8
346,g24,4,4,2,2,6
347,g25,4,2,4,4,4
348,g26,4,3,3,3,5
349,g27,3,3,2,1,5
350,g28,4,4,2,2,6
351,g29,3,4,2,3,6
352,g30,3,6,2,3,8
353,g31,4,4,4,4,6
354,g32,4,5,3,3,7
355,g33,4,4,3,3,6
356,g34,5,6,1,2,8
357,g35,6,2,1,2,4
358,g36,4,2,2,3,4
359,g37,2,5,2,1,7
360,g38,4,0,3,2,2
361,g39,2,3,2,3,15
362,g40,4,0,2,3,2
363,g41,3,3,4,5,5
364,g42,4,2,2,3,4
365,g43,4,2,2,3,4
366,g44,5,8,1,2,10
367,g45,4,3,4,4,5
368,g46,4,4,2,2,6
369,g47,5,0,1,1,8
370,g48,3,3,4,5,5
371,g49,2,5,2,1,7
372,g50,6,6,1,2,8
373,g51,4,2,2,3,4
374,g52,6,2,1,2,4
375,g53,4,3,3,3,5
376,g54,3,3,3,4,5
377,g55,4,2,2,3,4
378,g56,4,5,2,3,7
379,g57,4,1,2,3,3
380,g58,5,4,1,2,6
381,g59,4,5,2,3,7
382,g60,3,6,2,3,8
383,g61,5,5,1,2,7
384,g62,5,4,1,2,6
385,g63,5,7,1,2,9
386,g64,3,1,2,1,3
387,g65,4,2,2,2,4
388,g66,5,0,1,1,6
389,g67,2,5,2,1,7
390,g68,6,3,1,2,5
391,g69,6,3,1,2,5
392,g70,3,1,2,1,3
393,g71,6,3,1,2,5
394,g72,3,3,4,5,5
395,g73,4,3,2,3,8
396,g74,4,3,2,3,5
397,g75,4,3,4,4,5
398,g76,6,6,1,2,8
399,g77,3,3,2,1,5
400,g78,6,3,1,2,5
401,g79,4,3,3,3,5
402,g80,2,4,3,4,6
403,g81,2,7,2,3,9
404,g82,4,2,4,4,4
405,g83,4,5,2,3,7
406,g84,3,4,0,1,1
407,g85,4,0,3,2,2
408,g86,4,5,2,3,7
409,g87,3,3,2,1,5
410,g88,4,4,3,3,6
411,g89,6,3,1,2,5
412,g90,3,3,2,1,5
413,g91,3,3,4,5,5
414,g92,3,1,2,1,3
415,g93,4,2,2,2,4
416,g94,6,2,1,2,4
417,g95,4,4,3,3,6
418,g96,3,4,0,1,1
419,g97,4,0,3,2,2
420,g98,4,4,3,3,6
421,g99,6,3,1,2,5
422,g100,4,2,2,3,4
423,g101,4,4,2,2,6
424,g102,3,4,0,1,1
425,g103,6,3,1,2,5
426,g104,3,3,2,1,5
427,g105,6,3,1,2,5
428,g106,3,3,2,1,5
429,g107,6,2,1,2,4
430,g108,4,2,2,3,4
431,g109,6,5,1,2,7
432,g110,4,4,2,2,6
433,g111,5,4,1,2,6
434,g112,3,3,2,3,5
435,g113,4,4,2,2,6
436,g114,6,3,1,2,5
437,g115,3,1,2,1,3
438,g116,4,3,3,3,5
439,g117,3,3,0,1,5
440,g118,6,3,1,2,5
441,g119,4,3,4,4,5
442,g120,4,1,3,3,3
443,g121,2,5,2,1,7
444,g122,4,4,2,2,6
445,g123,3,1,2,1,3
446,g124,3,1,2,1,3
447,g125,4,5,2,3,7
448,g126,2,5,2,1,7
449,g127,4,2,2,3,4
450,g128,3,3,4,5,5
451,g129,4,5,2,3,7
452,g130,6,3,1,2,5
453,g131,3,9,2,3,11
454,g132,3,1,0,1,7
455,g133,6,6,1,2,8
456,g134,4,2,2,3,4
457,g135,2,6,2,3,8
458,g136,3,4,0,1,1
459,g137,4,3,3,3,5
460,g138,4,2,2,2,4
461,g139,3,4,0,1,1
462,g140,3,3,2,3,5
463,g141,5,4,1,2,6
464,g142,4,2,2,3,4
465,g143,4,1,2,3,3
466,g144,6,3,1,2,5
467,g145,6,3,1,2,5
468,g146,4,1,1,2,13
469,g147,4,2,2,3,4
470,g148,4,0,3,4,2
471,g149,4,0,3,2,2
472,g150,3,1,2,1,3
473,g151,4,2,2,2,4
474,g152,6,3,1,2,5
475,g153,4,6,2,3,8
476,g154,4,4,4,4,6
477,g155,5,6,1,2,8
478,g156,4,4,3,3,6
479,g157,6,6,1,2,8
480,g158,3,3,3,4,5
481,g159,5,0,1,1,6
482,g160,3,4,0,1,1
483,g161,4,1,3,3,3
484,g162,4,2,4,4,4
485,g163,3,1,2,1,3
486,g164,4,1,3,3,3
487,g165,6,3,1,2,5
488,g166,4,2,2,3,4
489,g167,2,5,2,1,7
490,g168,6,3,1,2,5
491,g169,4,1,2,3,3
492,g170,4,3,4,4,5
493,g171,4,4,2,2,6
494,g172,6,3,1,2,5
495,g173,4,4,3,3,6
496,g174,4,4,2,2,6
497,g175,5,5,1,2,7
498,g176,4,3,4,4,5
499,g177,4,2,4,4,4
500,g178,4,0,3,2,2
501,g179,6,3,1,2,5
502,g180,4,2,2,3,4
503,g181,3,3,2,3,5
504,g182,4,1,2,3,3
505,g183,4,0,3,2,2
506,g184,5,3,1,2,5
507,g185,4,1,1,2,36
508,g186,3,1,2,1,3
509,g187,4,1,2,3,3
510,g188,6,4,1,2,6
511,g189,4,0,3,2,2
512,g190,4,2,2,2,4
513,g191,2,7,2,3,9
514,g192,4,4,4,4,6
515,g193,4,1,3,3,3
516,g194,4,4,2,2,6
517,g195,5,5,1,2,7
518,g196,4,0,3,2,2
519,g197,3,3,0,1,1
520,g198,6,2,1,2,4
521,g199,4,3,4,4,5
522,g200,5,4,1,2,6
523,g201,3,3,2,3,5
524,g202,4,5,2,3,7
525,g203,3,3,2,3,5
526,g204,4,3,3,3,5
527,g205,4,3,3,3,5
528,g206,2,5,2,1,7
529,g207,4,4,2,2,6
530,g208,4,1,2,3,3
531,g209,3,3,2,1,5
532,g210,3,3,2,1,5
533,g211,3,4,2,3,6
534,g212,4,1,2,3,3
535,g213,5,5,1,2,7
536,g214,4,0,3,2,2
537,g215,4,3,4,4,5
538,g216,4,3,3,3,5
539,g217,3,3,4,5,5
540,g218,3,1,2,1,3
541,g219,2,5,2,1,7
542,g220,4,2,2,3,4
543,g221,6,9,1,2,11
544,g222,2,8,2,3,10
545,g223,4,1,3,3,3
546,g224,3,3,0,1,1
547,g225,6,3,1,2,5
548,g226,4,5,2,3,7
549,g227,4,7,1,2,9
550,g228,2,5,2,1,7
551,g229,4,5,2,3,7
552,g230,3,3,0,1,1
553,g231,4,4,4,4,6
554,g232,4,2,2,2,4
555,g233,6,3,1,2,5
556,g234,4,2,2,2,4
557,g235,3,3,4,5,5
558,g236,4,3,4,4,5
559,g237,4,4,2,2,6
560,g238,6,3,1,2,5
561,g239,3,3,4,5,5
562,g240,4,4,2,2,6
563,g241,3,1,2,1,3
564,g242,4,4,3,3,6
565,g243,3,1,2,1,3
566,g244,6,3,1,2,5
567,g245,3,3,2,1,5
568,g246,3,3,2,1,5
569,g247,4,4,4,4,6
570,g248,4,3,3,3,5
571,g249,4,4,4,4,6
572,g250,6,2,1,2,4
573,g251,3,1,0,1,19
574,g252,4,4,2,2,6
575,g253,3,3,2,3,5
576,g254,3,3,2,1,5
577,g255,2,5,2,1,7
578,g256,3,3,2,1,5
579,g257,4,1,3,3,3
580,g258,3,1,2,1,3
581,g259,3,3,2,3,5
582,g260,4,0,3,2,2
583,g261,4,4,2,2,6
584,g262,4,2,2,2,4
585,g263,4,2,2,3,4
586,g264,2,4,3,4,6
587,g265,4,2,2,3,4
588,g266,2,3,3,4,5
589,g267,4,1,3,3,3
590,g268,6,3,1,2,5
591,g269,4,1,2,3,3
592,g270,2,5,2,1,7
593,g271,3,4,0,1,1
594,g272,4,2,4,4,4
595,g273,2,5,2,1,7
596,g274,4,4,2,2,6
597,g275,2,7,3,4,9
598,g276,6,3,1,2,5
599,g277,6,3,1,2,5
600,g278,4,3,2,3,5
601,g279,6,4,1,2,6
602,g280,4,3,4,4,5
603,g281,2,5,2,1,7
604,g282,6,3,1,2,5
605,g283,3,3,3,4,5
606,g284,5,4,1,2,6
607,g285,4,4,2,3,6
608,g286,4,2,2,3,4
609,g287,3,3,2,1,5
610,g288,6,3,1,2,5
611,g289,6,3,1,2,5
612,g290,6,6,1,2,8
613,g291,4,7,1,2,9
614,g292,2,5,2,1,7
615,g293,6,3,1,2,5
616,g294,3,1,0,1,9
617,g295,4,3,2,3,5
618,g296,2,0,2,1,15
619,g297,5,4,1,2,6
620,g298,4,0,3,2,2
621,g299,4,4,4,4,6
622,g300,4,1,1,2,9
623,g301,3,3,4,5,5
624,g302,2,6,2,1,8
625,g303,4,4,4,4,6
626,g304,3,4,0,1,1
627,g305,3,3,2,1,5
628,g306,4,1,3,3,3
629,g307,4,4,3,4,6
630,g308,5,5,1,2,7
631,g309,4,0,3,2,2
632,g310,2,5,3,4,7
633,g311,3,3,0,1,1
634,g312,4,4,2,2,6
635,g313,4,2,2,3,4
636,g314,3,1,2,1,3
637,g315,3,3,0,1,1
638,g316,6,3,1,2,5
639,g317,4,2,4,4,4
640,g318,3,3,4,5,5
641,g319,2,5,2,1,7
642,g320,2,6,2,3,8
643,g321,6,3,1,2,5
644,g322,6,6,1,2,8
645,g323,6,2,1,2,4
646,g324,6,4,1,2,6
647,g325,6,3,1,2,5
648,g326,4,4,2,2,6
649,g327,4,3,4,4,5
650,g328,4,4,3,3,6
651,g329,6,3,1,2,5
652,g330,4,2,2,3,4
653,g331,3,1,2,1,3
654,g332,6,3,1,2,5
655,g333,8,7,1,2,9
656,g334,6,3,1,2,7
657,g335,3,3,2,1,5
658,g336,4,2,2,2,4
659,g337,5,4,1,2,6
660,g338,6,3,1,2,5
661,g339,4,2,2,3,4
662,g340,4,2,2,2,4
663,g341,4,0,3,2,2
664,g342,3,1,2,1,3
665,g343,4,1,2,3,3
666,g344,3,3,4,5,5
667,g345,3,3,2,1,5
668,g346,4,1,2,3,3
669,g347,6,3,1,2,5
670,g348,4,2,2,3,4
671,g349,6,3,1,2,5
672,g350,4,0,3,2,2
673,g351,4,2,2,2,4
674,g352,3,4,0,1,1
675,g353,2,6,2,1,8
676,g354,4,0,3,2,2
677,g355,6,3,1,2,5
678,g356,4,0,3,2,2
679,g357,4,1,2,3,3
680,g358,4,2,2,3,4
681,g359,6,3,1,2,5
682,g360,2,1,2,3,13
683,g361,2,7,2,3,9
684,g362,6,2,1,2,4
685,g363,3,1,2,1,3
686,g364,6,3,1,2,5
687,g365,6,4,1,2,6
688,g366,4,3,2,3,5
689,g367,4,1,2,3,3
690,g368,3,3,0,1,1
691,g369,5,5,1,2,7
692,g370,2,5,2,1,7
693,g371,3,1,2,1,3
694,g372,4,4,4,4,6
695,g373,4,3,4,4,5
696,g374,5,6,1,2,8
697,g375,4,3,4,4,5
698,g376,3,6,2,3,8
699,g377,4,5,4,4,7
700,g378,6,3,1,2,5
701,g379,4,3,2,3,5
702,g380,4,2,2,3,4
703,g381,3,7,2,3,9
704,g382,6,3,1,2,5
705,g383,4,3,2,3,5
706,g384,2,5,2,1,7
707,g385,3,3,2,3,5
708,g386,3,3,2,1,5
709,g387,6,6,1,2,8
710,g388,4,4,4,4,6
711,g389,6,3,1,2,5
712,g390,4,3,4,4,5
713,g391,4,4,2,2,6
714,g392,4,0,3,4,2
715,g393,4,4,3,3,6
716,g394,4,7,1,2,9
717,g395,4,1,3,3,3
718,g396,4,4,3,3,6
719,g397,4,1,2,3,3
720,g398,4,2,2,2,4
721,g399,3,4,0,1,1
722,g400,4,1,3,3,3
723,g401,5,6,1,2,8
724,g402,3,5,3,4,7
725,g403,3,4,0,1,1
726,g404,6,6,1,2,8
727,g405,6,2,1,2,4
728,g406,6,3,1,2,5
729,g407,4,4,4,4,6
730,g408,4,2,2,2,4
731,g409,4,0,3,2,2
732,g410,2,5,2,1,7
733,g411,4,4,2,2,6
734,g412,3,5,2,3,7
735,g413,3,1,2,1,3
736,g414,6,4,1,2,7
737,g415,4,2,4,4,4
738,g416,6,3,1,2,5
739,g417,4,2,2,3,4
740,g418,3,4,0,1,1
741,g419,5,6,1,2,8
742,g420,4,5,2,2,7
743,g421,5,5,1,2,7
744,g422,4,0,3,4,2
745,g423,6,3,1,2,5
746,g424,4,4,3,3,6
747,g425,6,3,1,2,5
748,g426,5,6,1,2,8
749,g427,3,3,2,3,5
750,g428,4,2,2,3,4
751,g429,3,3,0,1,1
752,g430,4,2,2,2,4
753,g431,3,1,2,1,3
754,g432,4,1,2,3,3
755,g433,4,1,3,3,3
756,g434,4,0,3,2,2
757,g435,2,5,2,1,7
758,g436,4,1,2,3,3
759,g437,3,4,0,1,1
760,g438,5,5,1,2,7
761,g439,2,5,2,1,7
762,g440,6,3,1,2,5
763,g441,4,2,2,2,4
764,g442,6,6,1,2,8
765,g443,4,1,2,3,3
766,g444,3,3,2,3,5
767,g445,4,2,2,3,4
768,g446,2,7,2,3,9
769,g447,3,3,2,3,5
770,g448,2,5,2,1,7
771,g449,5,0,1,1,6
772,g450,6,4,1,2,6
773,g451,4,2,2,3,4
774,g452,6,2,1,2,4
775,g453,3,0,2,3,8
776,g454,4,0,3,2,2
777,g455,4,1,2,3,3
778,g456,3,4,0,1,1
779,g457,4,3,2,3,5
780,g458,5,0,1,1,10
781,g459,6,3,1,2,5
782,g460,8,6,1,2,8
783,g461,2,7,2,3,9
784,g462,3,1,2,1,3
785,g463,2,4,2,1,6
786,g464,3,1,2,1,3
787,g465,4,4,2,2,6
788,g466,4,1,3,3,3
789,g467,4,1,3,3,3
790,g468,4,5,2,3,7
791,g469,3,4,0,1,1
792,g470,4,0,3,4,2
793,g471,6,2,1,2,4
794,g472,4,2,2,3,4
795,g473,6,3,1,2,5
796,g474,6,6,1,2,8
797,g475,4,2,2,2,4
798,g476,6,2,1,2,4
799,g477,3,3,2,1,5
800,g478,2,5,2,1,7
801,g479,4,2,2,3,4
802,g480,6,3,1,2,5
803,g481,3,3,2,1,5
804,g482,6,6,1,2,8
805,g483,6,3,1,2,5
806,g484,4,0,3,2,2
807,g485,4,1,2,3,3
808,g486,4,0,2,3,6
809,g487,6,3,1,2,5
810,g488,4,4,2,2,6
811,g489,4,0,3,2,2
812,g490,5,2,1,2,8
813,g491,4,2,2,3,4
814,g492,3,3,2,1,5
815,g493,3,3,0,1,5
816,g494,4,0,3,2,2
817,g495,4,2,2,2,4
818,g496,4,5,2,3,7
819,g497,2,1,3,4,14
820,g498,2,5,2,1,7
821,g499,4,3,4,4,5
822,g500,4,1,2,3,3
823,g501,4,3,3,3,5
824,g502,4,5,2,3,7
825,g503,3,4,0,1,1
826,g504,4,3,3,3,5
827,g505,4,2,2,3,4
828,g506,3,4,0,1,1
829,g507,3,1,2,1,3
830,g508,6,6,1,2,8
831,g509,5,0,1,1,20
832,g510,3,2,0,1,1
833,g511,4,0,3,4,2
834,g512,3,4,0,1,1
835,g513,4,0,3,4,2
836,g514,4,4,2,3,6
837,g515,3,3,2,3,5
838,g516,4,4,4,4,6
839,g517,3,4,0,1,1
840,g518,2,6,2,3,8
841,g519,3,3,2,1,5
842,g520,4,0,3,2,2
843,g521,2,6,2,1,8
844,g522,3,3,2,1,5
845,g523,3,4,0,1,1
846,g524,3,4,0,1,1
847,g525,3,3,2,3,5
848,g526,4,1,3,3,3
849,g527,4,0,3,4,2
850,g528,4,0,3,4,2
851,g529,4,0,3,4,2
852,g530,5,4,1,2,6
853,g531,4,4,2,3,6
854,g532,4,0,3,4,2
855,g533,4,2,2,2,4
856,g534,4,0,3,2,2
857,g535,4,2,2,3,4
858,g536,4,2,4,4,4
859,g537,4,4,2,2,6
860,g538,2,6,2,1,8
861,g539,4,1,2,3,3
862,g540,4,2,4,4,4
863,g541,4,2,2,3,4
864,g542,4,1,2,3,3
865,g543,4,2,2,2,4
